title,genre
"Tank Girl","Comedy"
"Tank Girl","Fantasy"
"Tank Girl","Science Fiction"
"King's Ransom","Comedy"
"King's Ransom","Crime"
"Blindness","Drama"
"Blindness","Mystery"
"Blindness","Science Fiction"
"Blindness","Thriller"
"BloodRayne","Action"
"BloodRayne","Adventure"
"BloodRayne","Fantasy"
"BloodRayne","Horror"
"Carnage","Comedy"
"Carnage","Drama"
"Where the Truth Lies","Drama"
"Where the Truth Lies","Mystery"
"Where the Truth Lies","Thriller"
"Without Limits","Drama"
"Me and Orson Welles","Comedy"
"Me and Orson Welles","Drama"
"Me and Orson Welles","Romance"
"La migliore offerta","Drama"
"La migliore offerta","Romance"
"La migliore offerta","Crime"
"La migliore offerta","Mystery"
"Les petits mouchoirs","Comedy"
"Les petits mouchoirs","Drama"
"Love Ranch","Drama"
"The Counselor","Thriller"
"The Counselor","Crime"
"The Counselor","Drama"
"Ironclad","Romance"
"Ironclad","Adventure"
"Ironclad","Action"
"Ironclad","History"
"Waterloo","History"
"Waterloo","Action"
"Waterloo","Drama"
"Red Sky","Action"
"Red Sky","Thriller"
"Dangerous Liaisons","Drama"
"Dangerous Liaisons","Romance"
"On the Road","Adventure"
"On the Road","Drama"
"Rocky Balboa","Drama"
"Scream 2","Horror"
"Scream 2","Mystery"
"Jane Got a Gun","Action"
"Jane Got a Gun","Drama"
"Jane Got a Gun","Western"
"Think Like a Man Too","Comedy"
"Think Like a Man Too","Romance"
"The Whole Nine Yards","Comedy"
"The Whole Nine Yards","Crime"
"Footloose","Drama"
"Footloose","Family"
"Footloose","Music"
"Footloose","Romance"
"Old School","Comedy"
"The Fisher King","Comedy"
"The Fisher King","Drama"
"I Still Know What You Did Last Summer","Horror"
"I Still Know What You Did Last Summer","Mystery"
"I Still Know What You Did Last Summer","Thriller"
"Return to Me","Romance"
"Return to Me","Comedy"
"Return to Me","Drama"
"Zack and Miri Make a Porno","Comedy"
"Nurse Betty","Comedy"
"Nurse Betty","Crime"
"Nurse Betty","Thriller"
"The Men Who Stare at Goats","Comedy"
"The Men Who Stare at Goats","War"
"Double Take","Adventure"
"Double Take","Drama"
"Double Take","Action"
"Double Take","Comedy"
"Double Take","Romance"
"Girl, Interrupted","Drama"
"Win a Date with Tad Hamilton!","Comedy"
"Win a Date with Tad Hamilton!","Romance"
"Muppets from Space","Fantasy"
"Muppets from Space","Comedy"
"Muppets from Space","Science Fiction"
"Muppets from Space","Family"
"The Wiz","Adventure"
"The Wiz","Family"
"The Wiz","Fantasy"
"The Wiz","Music"
"Ready to Rumble","Action"
"Ready to Rumble","Comedy"
"Ready to Rumble","Drama"
"Play It to the Bone","Comedy"
"Play It to the Bone","Drama"
"I Don't Know How She Does It","Romance"
"I Don't Know How She Does It","Comedy"
"Piranha 3D","Comedy"
"Piranha 3D","Horror"
"Beyond the Sea","Drama"
"Beyond the Sea","Music"
"Meet the Deedles","Animation"
"Meet the Deedles","Comedy"
"Meet the Deedles","Family"
"The Thief and the Cobbler","Adventure"
"The Thief and the Cobbler","Fantasy"
"The Thief and the Cobbler","Animation"
"The Thief and the Cobbler","Science Fiction"
"The Thief and the Cobbler","Family"
"The Bridge of San Luis Rey","Romance"
"The Bridge of San Luis Rey","Drama"
"Faster","Crime"
"Faster","Drama"
"Faster","Action"
"Faster","Thriller"
"Zombieland","Comedy"
"Zombieland","Horror"
"The Waterboy","Comedy"
"The Empire Strikes Back","Adventure"
"The Empire Strikes Back","Action"
"The Empire Strikes Back","Science Fiction"
"Bad Boys","Action"
"Bad Boys","Comedy"
"Bad Boys","Crime"
"Bad Boys","Thriller"
"Final Destination","Horror"
"The Ides of March","Drama"
"Pitch Black","Thriller"
"Pitch Black","Science Fiction"
"Pitch Black","Action"
"Someone Like You...","Comedy"
"Someone Like You...","Romance"
"Her","Romance"
"Her","Science Fiction"
"Her","Drama"
"Joy Ride","Mystery"
"Joy Ride","Thriller"
"Joy Ride","Drama"
"Anywhere But Here","Drama"
"Anywhere But Here","Comedy"
"Anywhere But Here","Romance"
"The Crew","Action"
"The Crew","Comedy"
"Haywire","Action"
"Haywire","Thriller"
"Marvin's Room","Drama"
"The Longshots","Drama"
"The Longshots","Family"
"The End of the Affair","Drama"
"Harley Davidson and the Marlboro Man","Action"
"Harley Davidson and the Marlboro Man","Thriller"
"In the Valley of Elah","History"
"In the Valley of Elah","Drama"
"In the Valley of Elah","Thriller"
"In the Valley of Elah","Crime"
"In the Valley of Elah","Mystery"
"Coco avant Chanel","Drama"
"Coco avant Chanel","History"
"Forsaken","Western"
"Forsaken","Drama"
"Vanity Fair","Drama"
"Vanity Fair","Romance"
"1408","Horror"
"1408","Thriller"
"Spaceballs","Comedy"
"Spaceballs","Science Fiction"
"The Water Diviner","War"
"The Water Diviner","Drama"
"Ghost","Fantasy"
"Ghost","Drama"
"Ghost","Thriller"
"Ghost","Mystery"
"Ghost","Romance"
"There's Something About Mary","Romance"
"There's Something About Mary","Comedy"
"The Santa Clause","Fantasy"
"The Santa Clause","Drama"
"The Santa Clause","Comedy"
"The Santa Clause","Family"
"The Rookie","Drama"
"The Rookie","Family"
"The Game Plan","Comedy"
"The Game Plan","Family"
"The Bridges of Madison County","Drama"
"The Bridges of Madison County","Romance"
"The Animal","Action"
"The Animal","Comedy"
"Gandhi","Drama"
"Gandhi","History"
"The Hundred-Foot Journey","Drama"
"The Net","Crime"
"The Net","Drama"
"The Net","Mystery"
"The Net","Thriller"
"The Net","Action"
"I Am Sam","Drama"
"Son of God","Drama"
"Underworld","Fantasy"
"Underworld","Action"
"Underworld","Thriller"
"Derailed","Drama"
"Derailed","Thriller"
"The Informant!","Drama"
"The Informant!","Comedy"
"The Informant!","Crime"
"Shadowlands","Drama"
"Shadowlands","Romance"
"Delivery Man","Comedy"
"Our Kind of Traitor","Thriller"
"Saving Silverman","Comedy"
"Saving Silverman","Crime"
"Saving Silverman","Romance"
"Summer of Sam","Thriller"
"Summer of Sam","Drama"
"Summer of Sam","Crime"
"Summer of Sam","Romance"
"Jay and Silent Bob Strike Back","Comedy"
"The Glass House","Drama"
"The Glass House","Thriller"
"Hail, Caesar!","Comedy"
"Hail, Caesar!","Drama"
"Hail, Caesar!","Mystery"
"Josie and the Pussycats","Comedy"
"Josie and the Pussycats","Music"
"Homefront","Action"
"Homefront","Thriller"
"The Little Vampire","Family"
"The Little Vampire","Horror"
"I Heart Huckabees","Comedy"
"I Heart Huckabees","Romance"
"RoboCop 3","Action"
"RoboCop 3","Adventure"
"RoboCop 3","Crime"
"RoboCop 3","Science Fiction"
"RoboCop 3","Thriller"
"Darling Lili","Drama"
"Darling Lili","Comedy"
"Darling Lili","Thriller"
"Darling Lili","Music"
"Darling Lili","Romance"
"Dudley Do-Right","Comedy"
"Dudley Do-Right","Family"
"Dudley Do-Right","Romance"
"The Transporter Refueled","Thriller"
"The Transporter Refueled","Action"
"The Transporter Refueled","Crime"
"The Libertine","Drama"
"The Libertine","Romance"
"Zwartboek","Drama"
"Zwartboek","Thriller"
"Zwartboek","War"
"Hit & Run","Action"
"Hit & Run","Comedy"
"Hit & Run","Romance"
"Mad Money","Action"
"Mad Money","Comedy"
"Mad Money","Crime"
"Before I Go to Sleep","Mystery"
"Before I Go to Sleep","Thriller"
"Sorcerer","Action"
"Sorcerer","Thriller"
"Sorcerer","Adventure"
"Stone","Drama"
"Out of the Furnace","Thriller"
"Out of the Furnace","Drama"
"Out of the Furnace","Crime"
"Michael Clayton","Drama"
"Michael Clayton","Mystery"
"Michael Clayton","Crime"
"My Fellow Americans","Comedy"
"My Fellow Americans","Drama"
"Arlington Road","Drama"
"Arlington Road","Thriller"
"Arlington Road","Mystery"
"Metegol","Animation"
"Metegol","Adventure"
"Metegol","Romance"
"To Rome with Love","Romance"
"To Rome with Love","Comedy"
"Firefox","Science Fiction"
"Firefox","Action"
"Firefox","Adventure"
"Firefox","Thriller"
"Death at a Funeral","Comedy"
"Death at a Funeral","Drama"
"Teenage Mutant Ninja Turtles III","Action"
"Teenage Mutant Ninja Turtles III","Adventure"
"Teenage Mutant Ninja Turtles III","Comedy"
"Teenage Mutant Ninja Turtles III","Family"
"Teenage Mutant Ninja Turtles III","Fantasy"
"Teenage Mutant Ninja Turtles III","Science Fiction"
"Hardball","Comedy"
"Hardball","Romance"
"Silver Linings Playbook","Drama"
"Silver Linings Playbook","Comedy"
"Silver Linings Playbook","Romance"
"Freedom Writers","Crime"
"Freedom Writers","Drama"
"For Colored Girls","Drama"
"The Transporter","Action"
"The Transporter","Crime"
"The Transporter","Thriller"
"Never Back Down","Drama"
"Never Back Down","Action"
"Away We Go","Drama"
"Away We Go","Comedy"
"Away We Go","Romance"
"Swing Vote","Drama"
"Swing Vote","Comedy"
"Moonlight Mile","Romance"
"Moonlight Mile","Drama"
"Tinker Tailor Soldier Spy","Drama"
"Tinker Tailor Soldier Spy","Thriller"
"Tinker Tailor Soldier Spy","Mystery"
"Molly","Drama"
"Molly","Comedy"
"Molly","Romance"
"The Beaver","Drama"
"The Best Little Whorehouse in Texas","Comedy"
"eXistenZ","Action"
"eXistenZ","Thriller"
"eXistenZ","Science Fiction"
"eXistenZ","Horror"
"Raiders of the Lost Ark","Adventure"
"Raiders of the Lost Ark","Action"
"Close Encounters of the Third Kind","Science Fiction"
"Close Encounters of the Third Kind","Drama"
"Pulse","Horror"
"Pulse","Thriller"
"Beverly Hills Cop II","Action"
"Beverly Hills Cop II","Comedy"
"Beverly Hills Cop II","Crime"
"Bringing Down the House","Comedy"
"The Silence of the Lambs","Crime"
"The Silence of the Lambs","Drama"
"The Silence of the Lambs","Thriller"
"Wayne's World","Music"
"Wayne's World","Comedy"
"Jackass 3D","Comedy"
"Jackass 3D","Documentary"
"Jackass 3D","Action"
"Jaws 2","Horror"
"Jaws 2","Thriller"
"Beverly Hills Chihuahua","Adventure"
"Beverly Hills Chihuahua","Comedy"
"Beverly Hills Chihuahua","Family"
"The Conjuring","Horror"
"The Conjuring","Thriller"
"Are We There Yet?","Adventure"
"Are We There Yet?","Comedy"
"Are We There Yet?","Family"
"Are We There Yet?","Romance"
"Tammy","Comedy"
"School of Rock","Comedy"
"School of Rock","Music"
"Mortal Kombat","Action"
"Mortal Kombat","Fantasy"
"White Chicks","Comedy"
"The Descendants","Comedy"
"The Descendants","Drama"
"Holes","Adventure"
"Holes","Family"
"Holes","Drama"
"Holes","Comedy"
"The Last Song","Drama"
"The Last Song","Family"
"The Last Song","Romance"
"12 Years a Slave","Drama"
"12 Years a Slave","History"
"Drumline","Drama"
"Drumline","Romance"
"Drumline","Comedy"
"Drumline","Music"
"Why Did I Get Married Too?","Comedy"
"Why Did I Get Married Too?","Romance"
"Edward Scissorhands","Fantasy"
"Edward Scissorhands","Drama"
"Edward Scissorhands","Romance"
"Me Before You","Drama"
"Me Before You","Romance"
"Madea's Witness Protection","Drama"
"Madea's Witness Protection","Comedy"
"Madea's Witness Protection","Crime"
"The French Connection","Action"
"The French Connection","Crime"
"The French Connection","Thriller"
"Bad Moms","Comedy"
"Date Movie","Comedy"
"Return to Never Land","Adventure"
"Return to Never Land","Fantasy"
"Return to Never Land","Animation"
"Return to Never Land","Family"
"Selma","History"
"Selma","Drama"
"The Jungle Book 2","Family"
"The Jungle Book 2","Animation"
"The Jungle Book 2","Adventure"
"Boogeyman","Thriller"
"Boogeyman","Horror"
"Boogeyman","Drama"
"Boogeyman","Mystery"
"Premonition","Thriller"
"Premonition","Drama"
"Premonition","Mystery"
"The Tigger Movie","Animation"
"The Tigger Movie","Family"
"Orphan","Horror"
"Orphan","Thriller"
"Orphan","Mystery"
"Max","Adventure"
"Max","Drama"
"Max","Family"
"Epic Movie","Action"
"Epic Movie","Adventure"
"Epic Movie","Comedy"
"Spotlight","Drama"
"Spotlight","Thriller"
"Spotlight","History"
"Lakeview Terrace","Drama"
"Lakeview Terrace","Crime"
"Lakeview Terrace","Thriller"
"The Grudge 2","Horror"
"The Grudge 2","Thriller"
"How Stella Got Her Groove Back","Comedy"
"How Stella Got Her Groove Back","Drama"
"How Stella Got Her Groove Back","Romance"
"Bill & Ted's Bogus Journey","Adventure"
"Bill & Ted's Bogus Journey","Comedy"
"Bill & Ted's Bogus Journey","Family"
"Bill & Ted's Bogus Journey","Fantasy"
"Bill & Ted's Bogus Journey","Science Fiction"
"Man of the Year","Comedy"
"Man of the Year","Drama"
"Man of the Year","Romance"
"Man of the Year","Thriller"
"The Black Hole","Adventure"
"The Black Hole","Family"
"The Black Hole","Science Fiction"
"The Black Hole","Action"
"The American","Crime"
"The American","Drama"
"The American","Thriller"
"Selena","Drama"
"Vampires Suck","Horror"
"Vampires Suck","Comedy"
"Babel","Drama"
"This Is Where I Leave You","Drama"
"This Is Where I Leave You","Comedy"
"Doubt","Drama"
"Doubt","Mystery"
"Texas Chainsaw 3D","Horror"
"Texas Chainsaw 3D","Thriller"
"Copycat","Drama"
"Copycat","Thriller"
"Scary Movie 5","Comedy"
"Paint Your Wagon","Drama"
"Paint Your Wagon","Action"
"Paint Your Wagon","Comedy"
"Paint Your Wagon","Western"
"Paint Your Wagon","Music"
"Milk","History"
"Milk","Drama"
"Risen","Action"
"Ghost Ship","Horror"
"Ghost Ship","Mystery"
"Ghost Ship","Thriller"
"A Very Harold & Kumar Christmas","Comedy"
"Wild Things","Crime"
"Wild Things","Drama"
"Wild Things","Mystery"
"The Stepfather","Horror"
"The Stepfather","Thriller"
"The Stepfather","Mystery"
"The Debt","Drama"
"The Debt","Thriller"
"High Fidelity","Comedy"
"High Fidelity","Drama"
"High Fidelity","Romance"
"High Fidelity","Music"
"One Missed Call","Horror"
"One Missed Call","Mystery"
"One Missed Call","Thriller"
"Eye for an Eye","Drama"
"Eye for an Eye","Thriller"
"The Bank Job","Thriller"
"The Bank Job","Crime"
"The Bank Job","Drama"
"Eternal Sunshine of the Spotless Mind","Science Fiction"
"Eternal Sunshine of the Spotless Mind","Drama"
"Eternal Sunshine of the Spotless Mind","Romance"
"You Again","Comedy"
"You Again","Romance"
"Street Kings","Action"
"Street Kings","Crime"
"Street Kings","Drama"
"Street Kings","Thriller"
"The World's End","Comedy"
"The World's End","Action"
"The World's End","Science Fiction"
"Nancy Drew","Action"
"Nancy Drew","Adventure"
"Nancy Drew","Crime"
"Nancy Drew","Family"
"Nancy Drew","Mystery"
"Nancy Drew","Thriller"
"Daybreakers","Fantasy"
"Daybreakers","Horror"
"Daybreakers","Action"
"Daybreakers","Thriller"
"Daybreakers","Science Fiction"
"She's Out of My League","Comedy"
"She's Out of My League","Romance"
"Monte Carlo","Adventure"
"Monte Carlo","Comedy"
"Monte Carlo","Romance"
"Stay Alive","Horror"
"Stay Alive","Thriller"
"Quigley Down Under","Romance"
"Quigley Down Under","Action"
"Quigley Down Under","Adventure"
"Quigley Down Under","Western"
"Quigley Down Under","Drama"
"Alpha and Omega","Family"
"Alpha and Omega","Animation"
"The Covenant","Action"
"The Covenant","Adventure"
"The Covenant","Fantasy"
"The Covenant","Horror"
"The Covenant","Science Fiction"
"The Covenant","Thriller"
"Stick It","Comedy"
"Stick It","Drama"
"Shorts","Comedy"
"Shorts","Family"
"To Die For","Fantasy"
"To Die For","Drama"
"To Die For","Comedy"
"To Die For","Thriller"
"Nerve","Mystery"
"Nerve","Adventure"
"Nerve","Crime"
"Appaloosa","Drama"
"Appaloosa","Western"
"Appaloosa","Crime"
"Vampires","Action"
"Vampires","Drama"
"Vampires","Fantasy"
"Vampires","Horror"
"Vampires","Thriller"
"Psycho","Drama"
"Psycho","Horror"
"Psycho","Thriller"
"My Best Friend's Girl","Romance"
"My Best Friend's Girl","Comedy"
"Endless Love","Drama"
"Endless Love","Romance"
"Georgia Rule","Comedy"
"Georgia Rule","Drama"
"Georgia Rule","Romance"
"Under the Rainbow","Comedy"
"Ladyhawke","Adventure"
"Ladyhawke","Drama"
"Ladyhawke","Fantasy"
"Ladyhawke","Romance"
"Simon Birch","Comedy"
"Simon Birch","Drama"
"Simon Birch","Family"
"Reign Over Me","Drama"
"Into the Wild","Adventure"
"Into the Wild","Drama"
"School for Scoundrels","Comedy"
"School for Scoundrels","Drama"
"School for Scoundrels","Romance"
"From Dusk Till Dawn","Horror"
"From Dusk Till Dawn","Action"
"From Dusk Till Dawn","Thriller"
"From Dusk Till Dawn","Crime"
"Pooh's Heffalump Movie","Animation"
"Pooh's Heffalump Movie","Family"
"Home for the Holidays","Comedy"
"Home for the Holidays","Drama"
"Home for the Holidays","Romance"
"The Country Bears","Adventure"
"The Country Bears","Comedy"
"The Country Bears","Family"
"The Kite Runner","Drama"
"21 Grams","Drama"
"21 Grams","Crime"
"21 Grams","Thriller"
"Paparazzi","Action"
"Paparazzi","Drama"
"Paparazzi","Thriller"
"A Guy Thing","Comedy"
"A Guy Thing","Romance"
"Loser","Drama"
"Loser","Comedy"
"Loser","Romance"
"Loser","Family"
"The Greatest Story Ever Told","Drama"
"The Greatest Story Ever Told","History"
"Secret in Their Eyes","Crime"
"Secret in Their Eyes","Drama"
"Secret in Their Eyes","Mystery"
"Disaster Movie","Action"
"Disaster Movie","Comedy"
"Armored","Action"
"Armored","Crime"
"Armored","Drama"
"Armored","Thriller"
"The Man Who Knew Too Little","Comedy"
"The Man Who Knew Too Little","Thriller"
"The Man Who Knew Too Little","Crime"
"The Man Who Knew Too Little","Action"
"What's Your Number?","Comedy"
"What's Your Number?","Romance"
"Lockout","Action"
"Lockout","Thriller"
"Lockout","Science Fiction"
"Envy","Comedy"
"Bullets Over Broadway","Action"
"Bullets Over Broadway","Comedy"
"Bullets Over Broadway","Thriller"
"One Night with the King","Drama"
"The Quiet American","Drama"
"The Quiet American","Action"
"The Quiet American","Thriller"
"The Quiet American","Romance"
"The Weather Man","Comedy"
"The Weather Man","Drama"
"Undisputed","Action"
"Undisputed","Adventure"
"Undisputed","Drama"
"Undisputed","Thriller"
"Ghost Town","Comedy"
"Ghost Town","Fantasy"
"Ghost Town","Romance"
"12 Rounds","Action"
"12 Rounds","Adventure"
"12 Rounds","Drama"
"12 Rounds","Thriller"
"Let Me In","Drama"
"Let Me In","Horror"
"Let Me In","Mystery"
"3 Ninjas Kick Back","Adventure"
"3 Ninjas Kick Back","Action"
"3 Ninjas Kick Back","Comedy"
"3 Ninjas Kick Back","Family"
"Be Kind Rewind","Drama"
"Be Kind Rewind","Comedy"
"Mrs Henderson Presents","Comedy"
"Mrs Henderson Presents","Drama"
"Triple 9","Action"
"Triple 9","Thriller"
"Deconstructing Harry","Comedy"
"Deconstructing Harry","Drama"
"Three to Tango","Comedy"
"Three to Tango","Romance"
"Burnt","Drama"
"We're No Angels","Comedy"
"We're No Angels","Crime"
"We're No Angels","Drama"
"Everyone Says I Love You","Music"
"Everyone Says I Love You","Comedy"
"Everyone Says I Love You","Romance"
"Death Sentence","Action"
"Death Sentence","Crime"
"Death Sentence","Drama"
"Death Sentence","Thriller"
"Everybody's Fine","Drama"
"The Man","Action"
"The Man","Comedy"
"The Man","Crime"
"Connie and Carla","Comedy"
"Sweet Charity","Comedy"
"Sweet Charity","Drama"
"Sweet Charity","Music"
"Sweet Charity","Romance"
"Inherent Vice","Comedy"
"Inherent Vice","Romance"
"Inherent Vice","Crime"
"Inherent Vice","Drama"
"Inherent Vice","Mystery"
"Doogal","Family"
"Battle of the Year","Music"
"Battle of the Year","Drama"
"An American Carol","Comedy"
"An American Carol","Fantasy"
"Machete Kills","Action"
"Machete Kills","Crime"
"Machete Kills","Thriller"
"Willard","Horror"
"Strange Wilderness","Comedy"
"Topsy-Turvy","Comedy"
"Topsy-Turvy","Drama"
"Topsy-Turvy","Music"
"Little Boy","Comedy"
"Little Boy","Drama"
"Little Boy","War"
"A Dangerous Method","Drama"
"A Dangerous Method","Thriller"
"A Scanner Darkly","Animation"
"A Scanner Darkly","Science Fiction"
"A Scanner Darkly","Thriller"
"Chasing Mavericks","Drama"
"Alone in the Dark","Action"
"Alone in the Dark","Fantasy"
"Alone in the Dark","Horror"
"Alone in the Dark","Thriller"
"Bandslam","Comedy"
"Bandslam","Drama"
"Bandslam","Family"
"Bandslam","Music"
"Birth","Drama"
"Birth","Mystery"
"Birth","Thriller"
"A Most Violent Year","Crime"
"A Most Violent Year","Drama"
"A Most Violent Year","Thriller"
"Passchendaele","Drama"
"Passchendaele","Romance"
"Passchendaele","War"
"Passchendaele","History"
"Flash of Genius","Drama"
"I'm Not There.","Drama"
"I'm Not There.","Music"
"The Cold Light of Day","Action"
"The Cold Light of Day","Thriller"
"The Brothers Bloom","Adventure"
"The Brothers Bloom","Comedy"
"The Brothers Bloom","Drama"
"The Brothers Bloom","Romance"
"Synecdoche, New York","Drama"
"Bon voyage","Comedy"
"Bon voyage","Drama"
"Bon voyage","Foreign"
"Can't Stop the Music","Comedy"
"Can't Stop the Music","Music"
"The Proposition","Action"
"The Proposition","Adventure"
"The Proposition","Crime"
"The Proposition","Drama"
"The Proposition","Thriller"
"The Proposition","Western"
"My All American","Drama"
"Marci X","Comedy"
"Equilibrium","Action"
"Equilibrium","Science Fiction"
"Equilibrium","Thriller"
"The Yards","Drama"
"The Yards","Action"
"The Yards","Thriller"
"The Yards","Crime"
"The Oogieloves in the Big Balloon Adventure","Family"
"By the Sea","Drama"
"By the Sea","Romance"
"Steamboy","Animation"
"Steamboy","Fantasy"
"Steamboy","Science Fiction"
"The Game of Their Lives","Drama"
"All Good Things","Drama"
"All Good Things","Mystery"
"All Good Things","Thriller"
"All Good Things","Crime"
"All Good Things","Romance"
"Rapa Nui","Adventure"
"People I Know","Drama"
"People I Know","Thriller"
"The Tempest","Drama"
"The Tempest","Fantasy"
"Regression","Horror"
"Regression","Mystery"
"Regression","Thriller"
"Butterfly on a Wheel","Crime"
"Butterfly on a Wheel","Drama"
"Butterfly on a Wheel","Thriller"
"Zambezia","Comedy"
"Zambezia","Animation"
"Zambezia","Adventure"
"Zambezia","Family"
"Dwegons","Animation"
"Hands of Stone","Drama"
"Survivor","Thriller"
"The Frozen Ground","Thriller"
"The Frozen Ground","Crime"
"The Painted Veil","Drama"
"The Painted Veil","Romance"
"Der Baader Meinhof Komplex","Action"
"Der Baader Meinhof Komplex","Crime"
"Der Baader Meinhof Komplex","Drama"
"Der Baader Meinhof Komplex","History"
"Der Baader Meinhof Komplex","Thriller"
"Dances with Wolves","Adventure"
"Dances with Wolves","Drama"
"Dances with Wolves","Western"
"Bad Teacher","Comedy"
"Sea of Love","Drama"
"Sea of Love","Crime"
"Sea of Love","Mystery"
"A Cinderella Story","Comedy"
"Scream","Crime"
"Scream","Horror"
"Scream","Mystery"
"Thir13en Ghosts","Horror"
"Thir13en Ghosts","Thriller"
"The Shining","Horror"
"The Shining","Thriller"
"Back to the Future","Adventure"
"Back to the Future","Comedy"
"Back to the Future","Science Fiction"
"Back to the Future","Family"
"House on Haunted Hill","Horror"
"House on Haunted Hill","Mystery"
"House on Haunted Hill","Thriller"
"I Can Do Bad All By Myself","Drama"
"I Can Do Bad All By Myself","Comedy"
"Fight Valley","Action"
"Fight Valley","Drama"
"The Switch","Comedy"
"The Switch","Romance"
"The Switch","Drama"
"Just Married","Comedy"
"The Devil's Double","Drama"
"The Devil's Double","Action"
"The Devil's Double","Thriller"
"The Devil's Double","Crime"
"The Devil's Double","War"
"Thomas and the Magic Railroad","Animation"
"Thomas and the Magic Railroad","Drama"
"Thomas and the Magic Railroad","Family"
"Thomas and the Magic Railroad","Science Fiction"
"The Crazies","Mystery"
"The Crazies","Horror"
"The Crazies","Action"
"The Bounty","Action"
"The Bounty","Drama"
"The Bounty","History"
"The Book Thief","Drama"
"Sex Drive","Comedy"
"Sex Drive","Adventure"
"Sex Drive","Romance"
"Leap Year","Romance"
"Leap Year","Comedy"
"The Fall of the Roman Empire","Drama"
"The Fall of the Roman Empire","History"
"Take Me Home Tonight","Comedy"
"Take Me Home Tonight","Drama"
"Take Me Home Tonight","Romance"
"Won't Back Down","Drama"
"The Nutcracker","Family"
"The Nutcracker","Fantasy"
"The Nutcracker","Music"
"Kansas City","Thriller"
"Kansas City","Drama"
"Kansas City","Music"
"Kansas City","Crime"
"Indignation","Drama"
"The Amityville Horror","Horror"
"The Amityville Horror","Thriller"
"The Amityville Horror","Drama"
"Adaptation.","Comedy"
"Adaptation.","Crime"
"Adaptation.","Drama"
"Land of the Dead","Horror"
"Fear and Loathing in Las Vegas","Adventure"
"Fear and Loathing in Las Vegas","Drama"
"Fear and Loathing in Las Vegas","Comedy"
"The Invention of Lying","Comedy"
"The Invention of Lying","Romance"
"The Invention of Lying","Fantasy"
"Neighbors","Comedy"
"The Mask","Romance"
"The Mask","Comedy"
"The Mask","Crime"
"The Mask","Fantasy"
"Big","Fantasy"
"Big","Drama"
"Big","Comedy"
"Big","Romance"
"Big","Family"
"Legally Blonde","Comedy"
"The Exorcism of Emily Rose","Crime"
"The Exorcism of Emily Rose","Drama"
"The Exorcism of Emily Rose","Horror"
"The Exorcism of Emily Rose","Thriller"
"Left Behind","Thriller"
"Left Behind","Action"
"Left Behind","Science Fiction"
"The Family Stone","Comedy"
"The Family Stone","Drama"
"The Family Stone","Romance"
"Bad Santa","Drama"
"Bad Santa","Comedy"
"Bad Santa","Crime"
"My Big Fat Greek Wedding 2","Romance"
"My Big Fat Greek Wedding 2","Comedy"
"My Big Fat Greek Wedding 2","Family"
"Predator","Science Fiction"
"Predator","Action"
"Predator","Adventure"
"Predator","Thriller"
"Amadeus","Drama"
"Amadeus","History"
"Amadeus","Music"
"Prom Night","Crime"
"Prom Night","Horror"
"Mean Girls","Comedy"
"Under the Tuscan Sun","Comedy"
"Under the Tuscan Sun","Drama"
"Under the Tuscan Sun","Romance"
"Gosford Park","Drama"
"Gosford Park","Mystery"
"Gosford Park","Thriller"
"Peggy Sue Got Married","Comedy"
"Peggy Sue Got Married","Drama"
"Peggy Sue Got Married","Fantasy"
"Peggy Sue Got Married","Romance"
"Birdman","Drama"
"Birdman","Comedy"
"Blue Jasmine","Comedy"
"Blue Jasmine","Drama"
"United 93","Drama"
"United 93","History"
"United 93","Crime"
"United 93","Thriller"
"United 93","Action"
"Honey","Romance"
"Honey","Music"
"Honey","Family"
"Spy Hard","Action"
"Spy Hard","Comedy"
"The Fog","Horror"
"Soul Surfer","Action"
"Soul Surfer","Drama"
"Catch-22","War"
"Catch-22","Comedy"
"Catch-22","Drama"
"Observe and Report","Comedy"
"Observe and Report","Crime"
"Observe and Report","Drama"
"Conan the Destroyer","Adventure"
"Conan the Destroyer","Fantasy"
"Conan the Destroyer","Action"
"Raging Bull","Drama"
"Love Happens","Drama"
"Love Happens","Romance"
"Young Sherlock Holmes","Action"
"Young Sherlock Holmes","Adventure"
"Young Sherlock Holmes","Crime"
"Young Sherlock Holmes","Drama"
"Young Sherlock Holmes","Family"
"Young Sherlock Holmes","Mystery"
"Young Sherlock Holmes","Thriller"
"Fame","Music"
"Fame","Comedy"
"Fame","Drama"
"Fame","Romance"
"127 Hours","Adventure"
"127 Hours","Drama"
"127 Hours","Thriller"
"Small Time Crooks","Action"
"Small Time Crooks","Comedy"
"Small Time Crooks","Crime"
"Center Stage","Drama"
"Center Stage","Music"
"Love the Coopers","Comedy"
"Love the Coopers","Family"
"Catch That Kid","Family"
"Catch That Kid","Action"
"Catch That Kid","Adventure"
"Life as a House","Drama"
"Steve Jobs","Drama"
"Steve Jobs","History"
"I Love You, Beth Cooper","Comedy"
"I Love You, Beth Cooper","Romance"
"Youth in Revolt","Drama"
"Youth in Revolt","Comedy"
"Youth in Revolt","Romance"
"The Legend of the Lone Ranger","Action"
"The Legend of the Lone Ranger","Adventure"
"The Legend of the Lone Ranger","Romance"
"The Legend of the Lone Ranger","Western"
"The Tailor of Panama","Drama"
"The Tailor of Panama","Thriller"
"Blow Out","Drama"
"Blow Out","Mystery"
